"location","target","score","forecast_week","competition_week","skill","model"
"HHS Region 1","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 1","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 10","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 10","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 2","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 2","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 3","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 3","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 4","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 4","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 5","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 5","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 6","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 6","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 7","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 7","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 8","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 8","Season peak week",-2.11021320034659,1,11,0.121212121212121,"2017/ARLR_Gaussker"
"HHS Region 9","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 9","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"US National","Season onset",-2.42774823594805,1,11,0.0882352941176471,"2017/ARLR_Gaussker"
"US National","Season peak week",-2.39789527279837,1,11,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 1","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 10","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 2","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 3","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 4","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 5","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 6","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 7","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 8","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 9","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"US National","Season peak percentage",-3.77658503453304,1,11,0.0229007633587786,"2017/ARLR_Gaussker"
"US National","1 wk ahead",-1.24831918164543,1,11,0.286986764317832,"2017/ARLR_Gaussker"
"HHS Region 1","1 wk ahead",-1.71803604326292,1,11,0.179418171645609,"2017/ARLR_Gaussker"
"HHS Region 2","1 wk ahead",-2.65202567299072,1,11,0.07050824166191,"2017/ARLR_Gaussker"
"HHS Region 3","1 wk ahead",-1.88820575747187,1,11,0.151343111619298,"2017/ARLR_Gaussker"
"HHS Region 4","1 wk ahead",-2.83997293440285,1,11,0.0584272473114388,"2017/ARLR_Gaussker"
"HHS Region 5","1 wk ahead",-1.82053661787693,1,11,0.161938828343601,"2017/ARLR_Gaussker"
"HHS Region 6","1 wk ahead",-1.65339407879929,1,11,0.19139918103254,"2017/ARLR_Gaussker"
"HHS Region 7","1 wk ahead",-2.86255158629643,1,11,0.0571228203498846,"2017/ARLR_Gaussker"
"HHS Region 8","1 wk ahead",-2.05027868899636,1,11,0.128699031585525,"2017/ARLR_Gaussker"
"HHS Region 9","1 wk ahead",-4.2804361548749,1,11,0.0138366258583898,"2017/ARLR_Gaussker"
"HHS Region 10","1 wk ahead",-2.4629969191363,1,11,0.0851792926129162,"2017/ARLR_Gaussker"
"US National","2 wk ahead",-1.57720718493695,1,11,0.206551152594024,"2017/ARLR_Gaussker"
"HHS Region 1","2 wk ahead",-2.39661898861792,1,11,0.0910251908161553,"2017/ARLR_Gaussker"
"HHS Region 2","2 wk ahead",-5.22914932957925,1,11,0.00535808132584397,"2017/ARLR_Gaussker"
"HHS Region 3","2 wk ahead",-1.97196328877761,1,11,0.139183330726903,"2017/ARLR_Gaussker"
"HHS Region 4","2 wk ahead",-6.499074674548,1,11,0.0015048310073697,"2017/ARLR_Gaussker"
"HHS Region 5","2 wk ahead",-1.88143332694751,1,11,0.15237155091407,"2017/ARLR_Gaussker"
"HHS Region 6","2 wk ahead",-1.87460193767647,1,11,0.153416023830793,"2017/ARLR_Gaussker"
"HHS Region 7","2 wk ahead",-2.62938483565594,1,11,0.0721228159797317,"2017/ARLR_Gaussker"
"HHS Region 8","2 wk ahead",-2.22834606334291,1,11,0.10770642250155,"2017/ARLR_Gaussker"
"HHS Region 9","2 wk ahead",-5.74473129405141,1,11,0.00319959418613435,"2017/ARLR_Gaussker"
"HHS Region 10","2 wk ahead",-2.61516839672282,1,11,0.0731554685175177,"2017/ARLR_Gaussker"
"US National","3 wk ahead",-5.24804532596373,1,11,0.00525778561841549,"2017/ARLR_Gaussker"
"HHS Region 1","3 wk ahead",-4.68554993467541,1,11,0.00922765860718305,"2017/ARLR_Gaussker"
"HHS Region 2","3 wk ahead",-9.74565713003649,1,11,5.85483804055125e-05,"2017/ARLR_Gaussker"
"HHS Region 3","3 wk ahead",-6.12353142273307,1,11,0.00219070597796786,"2017/ARLR_Gaussker"
"HHS Region 4","3 wk ahead",-8.68092844095234,1,11,0.000169793351294442,"2017/ARLR_Gaussker"
"HHS Region 5","3 wk ahead",-3.2284843510274,1,11,0.0396174995293407,"2017/ARLR_Gaussker"
"HHS Region 6","3 wk ahead",-2.08315567324079,1,11,0.124536594661791,"2017/ARLR_Gaussker"
"HHS Region 7","3 wk ahead",-5.42955243430631,1,11,0.00438505796504775,"2017/ARLR_Gaussker"
"HHS Region 8","3 wk ahead",-2.39586960234232,1,11,0.0910934294102257,"2017/ARLR_Gaussker"
"HHS Region 9","3 wk ahead",-2.18947581142981,1,11,0.111975429476341,"2017/ARLR_Gaussker"
"HHS Region 10","3 wk ahead",-3.24724403961221,1,11,0.0388812153991531,"2017/ARLR_Gaussker"
"US National","4 wk ahead",-9.52700280267186,1,11,7.28576658734447e-05,"2017/ARLR_Gaussker"
"HHS Region 1","4 wk ahead",-6.52726512837005,1,11,0.00146300150480468,"2017/ARLR_Gaussker"
"HHS Region 2","4 wk ahead",-10,1,11,4.53999297624849e-05,"2017/ARLR_Gaussker"
"HHS Region 3","4 wk ahead",-9.49963964586009,1,11,7.48788079150106e-05,"2017/ARLR_Gaussker"
"HHS Region 4","4 wk ahead",-10,1,11,4.53999297624849e-05,"2017/ARLR_Gaussker"
"HHS Region 5","4 wk ahead",-5.23039379185793,1,11,0.00535141754302104,"2017/ARLR_Gaussker"
"HHS Region 6","4 wk ahead",-8.57302911755334,1,11,0.000189138857375341,"2017/ARLR_Gaussker"
"HHS Region 7","4 wk ahead",-7.92675823663866,1,11,0.000360954647889389,"2017/ARLR_Gaussker"
"HHS Region 8","4 wk ahead",-2.99677888011296,1,11,0.0499476970471328,"2017/ARLR_Gaussker"
"HHS Region 9","4 wk ahead",-2.20000341951428,1,11,0.11080277947,"2017/ARLR_Gaussker"
"HHS Region 10","4 wk ahead",-3.30128836587902,1,11,0.0368356789846465,"2017/ARLR_Gaussker"
"HHS Region 1","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 1","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 10","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 10","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 2","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 2","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 3","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 3","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 4","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 4","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 5","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 5","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 6","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 6","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 7","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 7","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 8","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 8","Season peak week",-2.11021320034659,2,12,0.121212121212121,"2017/ARLR_Gaussker"
"HHS Region 9","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"HHS Region 9","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"US National","Season onset",-2.42774823594805,2,12,0.0882352941176471,"2017/ARLR_Gaussker"
"US National","Season peak week",-2.39789527279837,2,12,0.0909090909090909,"2017/ARLR_Gaussker"
"HHS Region 1","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 10","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 2","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 3","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 4","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 5","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 6","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 7","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 8","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"HHS Region 9","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
"US National","Season peak percentage",-3.77658503453304,2,12,0.0229007633587786,"2017/ARLR_Gaussker"
