"location","target","score","forecast_week","competition_week","skill","model"
"HHS Region 1","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 1","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 10","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 10","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 2","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 2","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 3","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 3","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 4","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 4","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 5","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 5","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 6","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 6","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 7","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 7","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 8","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 8","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 9","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"HHS Region 9","Season peak week",-1.88706964903238,10,20,0.151515151515152,"ARLR_Gaussker"
"US National","Season onset",-2.42774823594805,10,20,0.0882352941176471,"ARLR_Gaussker"
"US National","Season peak week",-2.39789527279837,10,20,0.0909090909090909,"ARLR_Gaussker"
"HHS Region 1","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 10","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 2","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 3","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 4","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 5","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 6","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 7","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 8","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"HHS Region 9","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"US National","Season peak percentage",-3.77658503453304,10,20,0.0229007633587786,"ARLR_Gaussker"
"US National","1 wk ahead",-1.72032291058307,10,20,0.179008334891984,"ARLR_Gaussker"
"HHS Region 1","1 wk ahead",-1.98025036192652,10,20,0.138034674357451,"ARLR_Gaussker"
"HHS Region 2","1 wk ahead",-1.70700672129177,10,20,0.18140798540545,"ARLR_Gaussker"
"HHS Region 3","1 wk ahead",-1.6254528089946,10,20,0.196822532010463,"ARLR_Gaussker"
"HHS Region 4","1 wk ahead",-2.42618283776357,10,20,0.0883735256523353,"ARLR_Gaussker"
"HHS Region 5","1 wk ahead",-2.00657621167263,10,20,0.134448209755668,"ARLR_Gaussker"
"HHS Region 6","1 wk ahead",-5.03434394948116,10,20,0.00651046791187105,"ARLR_Gaussker"
"HHS Region 7","1 wk ahead",-2.95160799598234,10,20,0.0522556115414047,"ARLR_Gaussker"
"HHS Region 8","1 wk ahead",-2.19944191884376,10,20,0.110865012775354,"ARLR_Gaussker"
"HHS Region 9","1 wk ahead",-1.73596342544173,10,20,0.176230333685499,"ARLR_Gaussker"
"HHS Region 10","1 wk ahead",-2.90568549585954,10,20,0.054711273392633,"ARLR_Gaussker"
"US National","2 wk ahead",-2.04142905942486,10,20,0.12984302483344,"ARLR_Gaussker"
"HHS Region 1","2 wk ahead",-2.31470671352451,10,20,0.0987951550363342,"ARLR_Gaussker"
"HHS Region 2","2 wk ahead",-2.48860137840929,10,20,0.0830260073741775,"ARLR_Gaussker"
"HHS Region 3","2 wk ahead",-2.44035368370323,10,20,0.0871300295401865,"ARLR_Gaussker"
"HHS Region 4","2 wk ahead",-3.91165391681565,10,20,0.0200073831346815,"ARLR_Gaussker"
"HHS Region 5","2 wk ahead",-2.08657293220607,10,20,0.124111747187533,"ARLR_Gaussker"
"HHS Region 6","2 wk ahead",-8.01313459319819,10,20,0.000331085273070013,"ARLR_Gaussker"
"HHS Region 7","2 wk ahead",-2.61723504063671,10,20,0.0730044383303013,"ARLR_Gaussker"
"HHS Region 8","2 wk ahead",-2.28139447390552,10,20,0.102141673460875,"ARLR_Gaussker"
"HHS Region 9","2 wk ahead",-1.83912107550039,10,20,0.158957075995555,"ARLR_Gaussker"
"HHS Region 10","2 wk ahead",-2.77481175440566,10,20,0.0623612148087594,"ARLR_Gaussker"
"US National","3 wk ahead",-2.7030794386992,10,20,0.0669988758091935,"ARLR_Gaussker"
"HHS Region 1","3 wk ahead",-2.27299718138686,10,20,0.103002998308301,"ARLR_Gaussker"
"HHS Region 2","3 wk ahead",-2.60286335827945,10,20,0.0740612105366806,"ARLR_Gaussker"
"HHS Region 3","3 wk ahead",-2.17212678702833,10,20,0.113935043478714,"ARLR_Gaussker"
"HHS Region 4","3 wk ahead",-4.06748012780087,10,20,0.0171204756082127,"ARLR_Gaussker"
"HHS Region 5","3 wk ahead",-2.07300685501893,10,20,0.125806929216694,"ARLR_Gaussker"
