REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
HHS Regions,Region 7,2008,47,0.629105,0.674257,24,,27.0,50,,5,106,70,15721
HHS Regions,Region 8,2008,47,0.220279,0.296122,30,,33.0,34,,16,113,74,38160
HHS Regions,Region 9,2008,47,1.0542200000000002,1.06377,241,,134.0,200,,36,611,198,57437
HHS Regions,Region 10,2008,47,1.4603700000000002,1.42926,40,,30.0,47,,1,118,45,8256
HHS Regions,Region 1,2008,48,0.8243590000000001,0.746879,44,,53.0,79,,25,201,123,26912
HHS Regions,Region 2,2008,48,1.60649,1.9034099999999998,851,,245.0,503,,63,1662,99,87317
HHS Regions,Region 3,2008,48,1.81034,1.7149,335,,411.0,407,,69,1222,162,71258
HHS Regions,Region 4,2008,48,1.53837,2.0979099999999997,963,,485.0,689,,138,2275,354,108441
HHS Regions,Region 5,2008,48,0.9771290000000001,1.21955,332,,180.0,294,,55,861,258,70600
HHS Regions,Region 6,2008,48,2.17762,2.08765,182,,164.0,170,,38,554,137,26537
HHS Regions,Region 7,2008,48,0.366795,0.477496,15,,16.0,22,,1,54,67,11309
HHS Regions,Region 8,2008,48,0.438662,0.502332,28,,49.0,36,,27,140,77,27870
HHS Regions,Region 9,2008,48,1.0737700000000001,1.35479,249,,115.0,174,,37,575,199,42442
HHS Regions,Region 10,2008,48,1.65977,1.57895,25,,23.0,38,,4,90,47,5700
HHS Regions,Region 1,2008,49,0.891217,0.834958,63,,77.0,144,,20,304,120,36409
HHS Regions,Region 2,2008,49,1.73915,1.9329599999999998,987,,299.0,588,,60,1934,95,100054
HHS Regions,Region 3,2008,49,1.76232,1.6949400000000001,327,,549.0,475,,82,1433,163,84546
HHS Regions,Region 4,2008,49,1.42561,1.84815,911,,600.0,854,,153,2518,372,136244
HHS Regions,Region 5,2008,49,0.9676889999999999,1.03292,298,,239.0,302,,65,904,255,87519
HHS Regions,Region 6,2008,49,1.78132,1.7861599999999997,198,,213.0,204,,26,641,149,35887
HHS Regions,Region 7,2008,49,0.30101999999999995,0.303721,13,,12.0,21,,2,48,70,15804
HHS Regions,Region 8,2008,49,0.330908,0.389137,36,,44.0,40,,22,142,76,36491
HHS Regions,Region 9,2008,49,1.12027,1.15241,240,,154.0,217,,37,648,208,56230
HHS Regions,Region 10,2008,49,1.7299400000000003,1.72852,41,,25.0,68,,2,136,43,7868
HHS Regions,Region 1,2008,50,0.8964610000000001,0.820525,50,,68.0,142,,16,276,122,33637
HHS Regions,Region 2,2008,50,1.63394,1.9178099999999998,994,,297.0,540,,44,1875,97,97768
HHS Regions,Region 3,2008,50,1.85552,1.7018900000000001,392,,459.0,517,,67,1435,166,84318
HHS Regions,Region 4,2008,50,1.55539,2.04051,961,,563.0,969,,132,2625,367,128644
HHS Regions,Region 5,2008,50,0.970485,1.10437,379,,220.0,318,,57,974,260,88195
HHS Regions,Region 6,2008,50,1.63764,1.7306,172,,136.0,191,,37,536,130,30972
HHS Regions,Region 7,2008,50,0.274851,0.28257899999999997,14,,4.0,20,,5,43,69,15217
HHS Regions,Region 8,2008,50,0.355781,0.412893,27,,54.0,43,,26,150,77,36329
HHS Regions,Region 9,2008,50,1.1230799999999999,1.1445100000000001,226,,150.0,213,,53,642,210,56094
HHS Regions,Region 10,2008,50,1.50883,1.58352,37,,23.0,71,,2,133,45,8399
HHS Regions,Region 1,2008,51,0.8862629999999999,0.78437,52,,55.0,77,,34,218,121,27793
HHS Regions,Region 2,2008,51,1.63516,2.21105,1082,,334.0,628,,59,2103,95,95113
HHS Regions,Region 3,2008,51,1.4461,1.53834,111,,82.0,174,,28,395,87,25677
HHS Regions,Region 4,2008,51,1.41346,1.91408,1031,,470.0,826,,123,2450,359,127999
HHS Regions,Region 5,2008,51,1.09002,1.2308299999999999,280,,216.0,304,,106,906,246,73609
HHS Regions,Region 6,2008,51,2.46805,2.45425,235,,214.0,224,,27,700,122,28522
HHS Regions,Region 7,2008,51,0.7092,0.6423979999999999,20,,22.0,23,,4,69,66,10741
HHS Regions,Region 8,2008,51,0.370001,0.38198699999999997,20,,48.0,40,,20,128,73,33509
HHS Regions,Region 9,2008,51,1.5176,1.4533200000000002,253,,174.0,232,,50,709,203,48785
HHS Regions,Region 10,2008,51,1.8347,1.77015,53,,25.0,51,,5,134,44,7570
HHS Regions,Region 1,2008,52,1.00096,1.02155,57,,52.0,67,,25,201,120,19676
HHS Regions,Region 2,2008,52,1.76833,2.40322,1113,,307.0,568,,57,2045,93,85094
HHS Regions,Region 3,2008,52,2.49621,2.2233099999999997,548,,490.0,458,,96,1592,165,71605
HHS Regions,Region 4,2008,52,1.8758700000000001,3.08702,1225,,475.0,605,,141,2446,347,79235
HHS Regions,Region 5,2008,52,1.29399,1.55929,353,,206.0,252,,61,872,243,55923
HHS Regions,Region 6,2008,52,2.8752,3.19683,238,,182.0,175,,42,637,132,19926
HHS Regions,Region 7,2008,52,0.416745,0.44586000000000003,17,,8.0,8,,2,35,66,7850
HHS Regions,Region 8,2008,52,0.545686,0.597626,32,,57.0,30,,24,143,72,23928
HHS Regions,Region 9,2008,52,1.95544,1.8173700000000002,280,,151.0,178,,46,655,202,36041
HHS Regions,Region 10,2008,52,1.7068299999999998,1.7398900000000002,34,,19.0,26,,1,80,44,4598
HHS Regions,Region 1,2008,53,1.05426,0.896861,58,,53.0,53,,32,196,116,21854
HHS Regions,Region 2,2008,53,2.03258,2.4502099999999998,1201,,462.0,476,,57,2196,89,89625
HHS Regions,Region 3,2008,53,2.37107,1.97705,280,,315.0,218,,69,882,162,44612
HHS Regions,Region 4,2008,53,1.57838,2.47402,1161,,547.0,576,,161,2445,353,98827
HHS Regions,Region 5,2008,53,1.26356,1.4989,384,,211.0,264,,58,917,244,61178
HHS Regions,Region 6,2008,53,4.33445,2.73298,239,,216.0,178,,55,688,124,25174
HHS Regions,Region 7,2008,53,0.349842,0.40128400000000003,19,,9.0,11,,1,40,67,9968
HHS Regions,Region 8,2008,53,0.378837,0.507687,19,,56.0,34,,33,142,74,27970
HHS Regions,Region 9,2008,53,3.1468,2.42503,410,,259.0,193,,114,976,211,40247
HHS Regions,Region 10,2008,53,2.1143400000000003,1.91304,43,,35.0,39,,4,121,50,6325
HHS Regions,Region 1,2009,1,0.628376,0.730643,44,,56.0,79,,37,216,116,29563
HHS Regions,Region 2,2009,1,1.6572900000000002,2.10053,929,,514.0,517,,76,2036,93,96928
HHS Regions,Region 3,2009,1,1.66478,1.6873,352,,614.0,403,,81,1450,166,85936
HHS Regions,Region 4,2009,1,1.1810100000000001,1.67685,834,,568.0,679,,114,2195,362,130900
HHS Regions,Region 5,2009,1,0.985656,1.11417,368,,242.0,281,,68,959,262,86073
HHS Regions,Region 6,2009,1,2.5072099999999997,2.29405,219,,224.0,218,,48,709,132,30906
HHS Regions,Region 7,2009,1,0.40634899999999996,0.4375,21,,17.0,20,,5,63,69,14400
HHS Regions,Region 8,2009,1,0.34331300000000003,0.401387,36,,59.0,41,,18,154,77,38367
HHS Regions,Region 9,2009,1,2.18111,1.8307099999999998,411,,289.0,271,,108,1079,213,58939
HHS Regions,Region 10,2009,1,1.34955,1.28101,31,,23.0,39,,2,95,49,7416
HHS Regions,Region 1,2009,2,0.791179,0.8794379999999999,59,,84.0,100,,25,268,116,30474
HHS Regions,Region 2,2009,2,1.6974599999999997,2.1496,790,,479.0,678,,60,2007,90,93366
HHS Regions,Region 3,2009,2,1.8589,1.7097,357,,474.0,483,,60,1374,161,80365
HHS Regions,Region 4,2009,2,1.34443,1.74842,775,,482.0,925,,96,2278,359,130289
HHS Regions,Region 5,2009,2,1.0146,1.16419,358,,202.0,317,,51,928,254,79712
HHS Regions,Region 6,2009,2,3.16186,2.85292,251,,276.0,358,,61,946,130,33159
HHS Regions,Region 7,2009,2,0.403269,0.43745100000000003,25,,9.0,27,,1,62,67,14173
HHS Regions,Region 8,2009,2,0.413347,0.456484,36,,54.0,55,,22,167,73,36584
HHS Regions,Region 9,2009,2,2.1484900000000002,1.93649,454,,242.0,344,,93,1133,214,58508
HHS Regions,Region 10,2009,2,1.35989,1.39984,37,,27.0,58,,4,126,48,9001
HHS Regions,Region 1,2009,3,1.3308799999999998,1.1335,77,,107.0,129,,29,342,117,30172
HHS Regions,Region 2,2009,3,2.13098,2.4052,858,,522.0,940,,56,2376,95,98786
HHS Regions,Region 3,2009,3,1.96003,1.8845,390,,582.0,576,,63,1611,169,85487
HHS Regions,Region 4,2009,3,1.7073099999999999,2.2654799999999997,962,,583.0,1259,,101,2905,380,128229
HHS Regions,Region 5,2009,3,1.2701799999999999,1.3939700000000002,402,,209.0,489,,42,1142,249,81924
HHS Regions,Region 6,2009,3,3.7099900000000003,3.46769,287,,481.0,622,,51,1441,156,41555
HHS Regions,Region 7,2009,3,0.589839,0.627889,31,,18.0,39,,3,91,67,14493
HHS Regions,Region 8,2009,3,0.5784520000000001,0.626794,40,,63.0,117,,18,238,76,37971
HHS Regions,Region 9,2009,3,2.44211,2.1047700000000003,506,,229.0,365,,66,1166,211,55398
HHS Regions,Region 10,2009,3,1.86782,1.61489,49,,27.0,61,,7,144,46,8917
HHS Regions,Region 1,2009,4,1.55861,1.43192,91,,133.0,250,,15,489,119,34150
HHS Regions,Region 2,2009,4,2.7313099999999997,2.81976,912,,605.0,1156,,47,2720,92,96462
HHS Regions,Region 3,2009,4,2.32424,2.46423,435,,705.0,900,,58,2098,167,85138
HHS Regions,Region 4,2009,4,2.02677,2.57273,1022,,669.0,1995,,123,3809,377,148053
HHS Regions,Region 5,2009,4,1.6540400000000002,1.68566,378,,243.0,678,,59,1358,248,80562
HHS Regions,Region 6,2009,4,5.28209,4.73706,434,,478.0,850,,63,1825,148,38526
HHS Regions,Region 7,2009,4,1.00426,1.0691700000000002,41,,20.0,86,,2,149,67,13936
HHS Regions,Region 8,2009,4,0.722577,0.7465890000000001,65,,82.0,132,,17,296,76,39647
HHS Regions,Region 9,2009,4,2.63262,2.15612,595,,253.0,494,,83,1425,214,66091
HHS Regions,Region 10,2009,4,1.9140099999999998,1.8000200000000002,66,,27.0,61,,1,155,46,8611
HHS Regions,Region 1,2009,5,3.55856,2.86898,142,,381.0,511,,32,1066,121,37156
HHS Regions,Region 2,2009,5,2.8975299999999997,2.8587700000000003,841,,638.0,1376,,57,2912,95,101862
HHS Regions,Region 3,2009,5,2.85488,2.8709,452,,893.0,1141,,78,2564,169,89310
HHS Regions,Region 4,2009,5,2.83553,3.4723599999999997,1294,,914.0,2733,,141,5082,390,146356
HHS Regions,Region 5,2009,5,2.00195,2.06256,560,,313.0,989,,58,1920,259,93088
HHS Regions,Region 6,2009,5,5.95372,5.36941,463,,641.0,1144,,50,2298,147,42798
HHS Regions,Region 7,2009,5,1.15521,1.28141,47,,24.0,132,,1,204,67,15920
HHS Regions,Region 8,2009,5,0.9919870000000001,1.04999,93,,109.0,195,,26,423,71,40286
HHS Regions,Region 9,2009,5,2.82693,2.51713,638,,291.0,570,,92,1591,213,63207
HHS Regions,Region 10,2009,5,2.6638599999999997,2.4102,76,,36.0,91,,5,208,48,8630
HHS Regions,Region 1,2009,6,3.891,3.4081,132,,310.0,825,,26,1293,121,37939
HHS Regions,Region 2,2009,6,3.3768800000000003,3.11767,925,,666.0,1491,,81,3163,94,101454
HHS Regions,Region 3,2009,6,4.99277,3.88595,526,,1138.0,1829,,101,3594,170,92487
HHS Regions,Region 4,2009,6,3.63905,4.15004,1494,,1131.0,3458,,273,6356,372,153155
HHS Regions,Region 5,2009,6,2.25445,2.26927,579,,353.0,1141,,58,2131,252,93907
HHS Regions,Region 6,2009,6,6.50087,5.99828,548,,560.0,1321,,82,2511,157,41862
HHS Regions,Region 7,2009,6,1.4257,1.5452,48,,30.0,171,,5,254,67,16438
HHS Regions,Region 8,2009,6,1.10143,1.13873,94,,116.0,220,,23,453,72,39781
HHS Regions,Region 9,2009,6,3.2048200000000002,2.73826,644,,285.0,640,,98,1667,216,60878
HHS Regions,Region 10,2009,6,2.7133599999999998,2.35509,74,,47.0,119,,5,245,48,10403
HHS Regions,Region 1,2009,7,3.01494,2.99946,111,,258.0,648,,44,1061,123,35373
HHS Regions,Region 2,2009,7,3.68148,3.2239,1055,,655.0,1379,,74,3163,93,98111
HHS Regions,Region 3,2009,7,4.98611,4.032,508,,1131.0,1954,,101,3694,162,91617
HHS Regions,Region 4,2009,7,3.10944,3.49433,1265,,1133.0,2571,,156,5125,372,146666
HHS Regions,Region 5,2009,7,2.50015,2.5017400000000003,626,,415.0,1095,,53,2189,248,87499
HHS Regions,Region 6,2009,7,5.25935,4.8665400000000005,438,,563.0,1022,,81,2104,151,43234
HHS Regions,Region 7,2009,7,1.6483700000000001,1.72681,51,,42.0,184,,2,279,65,16157
HHS Regions,Region 8,2009,7,1.0021200000000001,0.9400709999999999,54,,120.0,153,,9,336,64,35742
HHS Regions,Region 9,2009,7,3.1009,2.86737,643,,315.0,659,,105,1722,218,60055
HHS Regions,Region 10,2009,7,3.4319699999999997,3.44555,97,,53.0,186,,13,349,47,10129
HHS Regions,Region 1,2009,8,2.74621,2.6057799999999998,130,,336.0,434,,41,941,122,36112
HHS Regions,Region 2,2009,8,3.9520699999999995,2.7556599999999998,826,,566.0,1229,,75,2696,86,97835
HHS Regions,Region 3,2009,8,5.20681,4.3448199999999995,519,,1275.0,2261,,92,4147,170,95447
HHS Regions,Region 4,2009,8,3.1434900000000003,3.53559,1298,,1283.0,2818,,151,5550,368,156975
HHS Regions,Region 5,2009,8,2.3268,2.4031700000000003,600,,464.0,1144,,48,2256,246,93876
HHS Regions,Region 6,2009,8,4.26105,4.115469999999999,418,,446.0,823,,78,1765,149,42887
HHS Regions,Region 7,2009,8,2.083,2.3343700000000003,73,,53.0,243,,8,377,65,16150
HHS Regions,Region 8,2009,8,1.33124,1.34023,119,,161.0,222,,47,549,73,40963
HHS Regions,Region 9,2009,8,3.10363,2.6247700000000003,595,,370.0,731,,109,1805,218,68768
HHS Regions,Region 10,2009,8,3.6656400000000002,3.44697,116,,53.0,187,,8,364,47,10560
HHS Regions,Region 1,2009,9,1.6917400000000002,1.64566,77,,166.0,301,,37,581,119,35305
HHS Regions,Region 2,2009,9,3.55836,2.56632,707,,467.0,1172,,57,2403,89,93636
HHS Regions,Region 3,2009,9,4.6098300000000005,3.8587800000000003,472,,1161.0,1719,,81,3433,171,88966
HHS Regions,Region 4,2009,9,3.0805599999999997,3.5429,1260,,1055.0,2435,,146,4896,362,138192
HHS Regions,Region 5,2009,9,2.5886,2.72487,653,,450.0,1358,,70,2531,242,92885
HHS Regions,Region 6,2009,9,4.10177,3.85679,343,,402.0,697,,92,1534,150,39774
HHS Regions,Region 7,2009,9,2.36558,2.58065,88,,55.0,284,,5,432,67,16740
HHS Regions,Region 8,2009,9,1.29661,1.40334,142,,176.0,209,,45,572,74,40760
HHS Regions,Region 9,2009,9,2.92855,2.5173900000000002,580,,293.0,706,,93,1672,216,66418
HHS Regions,Region 10,2009,9,4.193919999999999,3.6124300000000003,98,,47.0,235,,7,387,44,10713
HHS Regions,Region 1,2009,10,1.44048,1.42276,72,,117.0,240,,33,462,118,32472
HHS Regions,Region 2,2009,10,3.9074699999999996,2.5872599999999997,730,,424.0,1271,,53,2478,90,95777
HHS Regions,Region 3,2009,10,3.19368,2.72349,419,,856.0,1105,,85,2465,168,90509
HHS Regions,Region 4,2009,10,2.4900599999999997,3.03257,1146,,936.0,1962,,164,4208,363,138760
HHS Regions,Region 5,2009,10,2.19691,2.40366,564,,407.0,1090,,71,2132,239,88698
HHS Regions,Region 6,2009,10,2.4825,2.12138,360,,323.0,513,,84,1280,149,60338
HHS Regions,Region 7,2009,10,1.5643200000000002,1.6422599999999998,68,,47.0,145,,8,268,67,16319
HHS Regions,Region 8,2009,10,1.41609,1.43197,113,,172.0,258,,29,572,72,39945
HHS Regions,Region 9,2009,10,2.3565,2.20402,478,,272.0,602,,85,1437,213,65199
HHS Regions,Region 10,2009,10,4.727,4.23615,96,,47.0,260,,6,409,45,9655
HHS Regions,Region 1,2009,11,1.46484,1.3432600000000001,76,,102.0,211,,35,424,120,31565
HHS Regions,Region 2,2009,11,3.2055,2.4259,716,,445.0,1138,,63,2362,85,97366
HHS Regions,Region 3,2009,11,3.6208,2.5277,410,,697.0,1077,,81,2265,168,89607
HHS Regions,Region 4,2009,11,1.93845,2.23065,984,,678.0,1333,,123,3118,355,139780
HHS Regions,Region 5,2009,11,1.80175,1.8677400000000002,463,,320.0,811,,63,1657,236,88717
HHS Regions,Region 6,2009,11,3.3952699999999996,3.1202900000000002,311,,267.0,455,,85,1118,150,35830
HHS Regions,Region 7,2009,11,1.62115,1.72225,66,,50.0,124,,12,252,65,14632
HHS Regions,Region 8,2009,11,1.2576399999999999,1.27817,101,,133.0,232,,32,498,70,38962
HHS Regions,Region 9,2009,11,2.14847,2.04872,448,,252.0,451,,82,1233,205,60184
HHS Regions,Region 10,2009,11,4.06975,3.95034,82,,58.0,204,,6,350,40,8860
HHS Regions,Region 1,2009,12,0.971706,1.00977,70,,84.0,159,,27,340,114,33671
HHS Regions,Region 2,2009,12,2.4432,2.19447,775,,369.0,979,,54,2177,86,99204
HHS Regions,Region 3,2009,12,3.12093,2.23621,328,,640.0,998,,66,2032,170,90868
HHS Regions,Region 4,2009,12,1.45749,1.8027099999999998,783,,551.0,1151,,102,2587,351,143506
HHS Regions,Region 5,2009,12,1.4959,1.64783,452,,274.0,662,,48,1436,239,87145
HHS Regions,Region 6,2009,12,2.44904,2.33367,211,,318.0,286,,30,845,142,36209
HHS Regions,Region 7,2009,12,1.25347,1.40534,40,,42.0,88,,8,178,63,12666
HHS Regions,Region 8,2009,12,1.06177,1.1654799999999998,90,,103.0,155,,40,388,66,33291
HHS Regions,Region 9,2009,12,2.26531,1.8360900000000002,403,,250.0,428,,73,1154,200,62851
HHS Regions,Region 10,2009,12,3.3318199999999996,2.9448,85,,30.0,146,,2,263,39,8931
HHS Regions,Region 1,2009,13,0.853485,0.848527,56,,76.0,143,,21,296,116,34884
HHS Regions,Region 2,2009,13,2.0742700000000003,1.88215,606,,337.0,818,,44,1805,84,95901
HHS Regions,Region 3,2009,13,2.61353,1.94697,311,,469.0,873,,46,1699,163,87264
HHS Regions,Region 4,2009,13,1.21885,1.5318100000000001,658,,421.0,869,,80,2028,324,132392
HHS Regions,Region 5,2009,13,1.26834,1.4412200000000002,402,,233.0,542,,42,1219,228,84581
HHS Regions,Region 6,2009,13,2.1054,1.99038,199,,215.0,247,,30,691,147,34717
HHS Regions,Region 7,2009,13,1.06866,1.1533,35,,38.0,95,,10,178,67,15434
HHS Regions,Region 8,2009,13,0.9818379999999999,1.00387,73,,99.0,147,,29,348,68,34666
HHS Regions,Region 9,2009,13,2.14679,2.0581400000000003,403,,236.0,452,,92,1183,198,57479
HHS Regions,Region 10,2009,13,2.81914,2.37866,86,,34.0,97,,5,222,45,9333
HHS Regions,Region 1,2009,14,0.685797,0.658886,44,,57.0,102,,7,210,112,31872
HHS Regions,Region 2,2009,14,1.90383,1.78078,595,,309.0,662,,58,1624,74,91196
HHS Regions,Region 3,2009,14,2.84107,1.77188,291,,462.0,678,,56,1487,160,83922
HHS Regions,Region 4,2009,14,1.08534,1.3766200000000002,606,,379.0,662,,73,1720,330,124944
HHS Regions,Region 5,2009,14,1.11571,1.26639,337,,206.0,452,,42,1037,228,81886
HHS Regions,Region 6,2009,14,2.38183,2.33239,221,,301.0,256,,58,836,152,35843
HHS Regions,Region 7,2009,14,1.02049,1.01268,43,,11.0,61,,4,119,61,11751
HHS Regions,Region 8,2009,14,0.725962,0.609204,38,,70.0,90,,4,202,62,33158
HHS Regions,Region 9,2009,14,1.70166,1.6931900000000002,334,,248.0,364,,87,1033,201,61009
HHS Regions,Region 10,2009,14,2.34567,2.16241,68,,42.0,80,,2,192,42,8879
HHS Regions,Region 1,2009,15,0.37690799999999997,0.38166700000000003,26,,24.0,59,,8,117,109,30655
HHS Regions,Region 2,2009,15,1.4312200000000002,1.42723,531,,287.0,423,,48,1289,80,90315
HHS Regions,Region 3,2009,15,2.57288,1.58404,267,,374.0,554,,54,1249,157,78849
HHS Regions,Region 4,2009,15,0.966986,1.38792,580,,384.0,666,,63,1693,327,121981
HHS Regions,Region 5,2009,15,0.900716,1.1833799999999999,377,,197.0,367,,43,984,227,83152
HHS Regions,Region 6,2009,15,1.50475,1.46405,138,,185.0,183,,31,537,147,36679
HHS Regions,Region 7,2009,15,0.49631099999999995,0.561167,28,,10.0,44,,3,85,64,15147
HHS Regions,Region 8,2009,15,0.5910850000000001,0.640424,59,,56.0,84,,33,232,66,36226
HHS Regions,Region 9,2009,15,1.59808,1.54725,312,,181.0,320,,75,888,194,57392
HHS Regions,Region 10,2009,15,1.7491400000000001,1.75335,53,,29.0,61,,5,148,44,8441
HHS Regions,Region 1,2009,16,0.547198,0.47302299999999997,26,,27.0,74,,6,133,106,28117
HHS Regions,Region 2,2009,16,1.3587,1.36689,467,,310.0,458,,50,1285,83,94009
HHS Regions,Region 3,2009,16,1.6478400000000002,1.25851,283,,314.0,404,,62,1063,167,84465
HHS Regions,Region 4,2009,16,0.876776,1.2578,557,,367.0,688,,80,1692,333,134521
HHS Regions,Region 5,2009,16,0.8998950000000001,1.10515,331,,215.0,333,,34,913,230,82613
HHS Regions,Region 6,2009,16,1.86474,1.80918,196,,197.0,260,,34,687,159,37973
HHS Regions,Region 7,2009,16,0.5481739999999999,0.643961,31,,16.0,39,,4,90,61,13976
HHS Regions,Region 8,2009,16,0.550395,0.757159,73,,74.0,91,,37,275,67,36320
HHS Regions,Region 9,2009,16,2.0261299999999998,1.87218,337,,197.0,453,,84,1071,199,57206
HHS Regions,Region 10,2009,16,1.79318,1.60954,52,,26.0,55,,6,139,40,8636
HHS Regions,Region 1,2009,17,1.46204,1.32213,65,,156.0,152,,14,387,103,29271
HHS Regions,Region 2,2009,17,2.86231,4.384519999999999,1130,,1514.0,2082,,126,4852,79,110662
HHS Regions,Region 3,2009,17,2.27933,2.42558,469,,858.0,825,,115,2267,165,93462
HHS Regions,Region 4,2009,17,1.8709799999999999,2.58592,1116,,699.0,1589,,116,3520,322,136122
HHS Regions,Region 5,2009,17,1.72921,2.3012799999999998,618,,442.0,886,,67,2013,223,87473
HHS Regions,Region 6,2009,17,4.19803,4.31687,383,,537.0,822,,65,1807,149,41859
HHS Regions,Region 7,2009,17,0.816381,0.9930889999999999,39,,29.0,75,,5,148,59,14903
HHS Regions,Region 8,2009,17,0.8246110000000001,0.9683620000000001,62,,126.0,137,,38,363,66,37486
HHS Regions,Region 9,2009,17,5.30946,4.69865,846,,677.0,1362,,118,3003,198,63912
HHS Regions,Region 10,2009,17,3.04442,2.78589,93,,55.0,113,,6,267,41,9584
HHS Regions,Region 1,2009,18,1.09738,1.0842,43,,105.0,136,,15,299,97,27578
HHS Regions,Region 2,2009,18,2.19225,3.21717,834,,894.0,1426,,80,3234,75,100523
HHS Regions,Region 3,2009,18,2.28079,2.4188099999999997,412,,832.0,854,,88,2186,170,90375
HHS Regions,Region 4,2009,18,1.7881900000000002,2.40543,1019,,719.0,1306,,108,3152,340,131037
HHS Regions,Region 5,2009,18,1.59683,1.9909599999999998,503,,331.0,745,,68,1647,216,82724
HHS Regions,Region 6,2009,18,3.4494599999999997,3.5860199999999995,344,,402.0,623,,62,1431,140,39905
HHS Regions,Region 7,2009,18,0.798535,0.8797450000000001,32,,29.0,60,,6,127,59,14436
HHS Regions,Region 8,2009,18,0.9052030000000001,0.982656,78,,130.0,136,,39,383,71,38976
HHS Regions,Region 9,2009,18,3.11936,2.84998,516,,390.0,791,,88,1785,210,62632
HHS Regions,Region 10,2009,18,3.80395,3.339,139,,43.0,144,,8,334,44,10003
HHS Regions,Region 1,2009,19,1.22786,1.03759,40,,74.0,119,,8,241,93,23227
HHS Regions,Region 2,2009,19,2.9152299999999998,4.5276,1036,,870.0,2705,,93,4704,75,103896
HHS Regions,Region 3,2009,19,1.73386,1.75288,312,,577.0,584,,60,1533,164,87456
HHS Regions,Region 4,2009,19,1.19956,1.71795,549,,422.0,713,,64,1748,305,101749
HHS Regions,Region 5,2009,19,1.31729,1.6309799999999999,402,,271.0,560,,52,1285,216,78787
HHS Regions,Region 6,2009,19,3.05824,3.1707799999999997,322,,355.0,470,,50,1197,148,37751
HHS Regions,Region 7,2009,19,1.00759,1.12786,30,,30.0,51,,5,116,53,10285
HHS Regions,Region 8,2009,19,0.512897,0.693379,65,,89.0,76,,23,253,70,36488
HHS Regions,Region 9,2009,19,1.7663200000000001,2.03191,381,,295.0,516,,51,1243,208,61174
HHS Regions,Region 10,2009,19,2.50525,2.46653,99,,35.0,94,,6,234,40,9487
HHS Regions,Region 1,2009,20,0.6481520000000001,0.7153930000000001,24,,46.0,67,,6,143,85,19989
HHS Regions,Region 2,2009,20,5.39544,11.6536,2227,,2347.0,9098,,137,13809,69,118496
HHS Regions,Region 3,2009,20,2.02946,1.7095,310,,532.0,523,,71,1436,158,84001
HHS Regions,Region 4,2009,20,0.997749,1.49243,471,,361.0,568,,59,1459,287,97760
HHS Regions,Region 5,2009,20,1.374,1.6745599999999998,359,,252.0,606,,45,1262,213,75363
HHS Regions,Region 6,2009,20,2.4386200000000002,2.3989700000000003,222,,242.0,394,,17,875,144,36474
HHS Regions,Region 7,2009,20,0.791806,0.884467,33,,20.0,39,,4,96,55,10854
HHS Regions,Region 8,2009,20,0.645703,0.711434,43,,72.0,106,,32,253,69,35562
HHS Regions,Region 9,2009,20,1.80889,2.1314,419,,231.0,515,,46,1211,209,56817
HHS Regions,Region 10,2009,20,3.18243,2.52304,80,,33.0,110,,7,230,42,9116
HHS Regions,Region 1,2009,21,0.8236209999999999,0.960506,26,,49.0,85,,10,170,83,17699
HHS Regions,Region 2,2009,21,6.4486,13.422,2688,,3245.0,9863,,159,15955,67,118872
HHS Regions,Region 3,2009,21,1.80325,1.6705900000000002,280,,493.0,501,,66,1340,151,80211
HHS Regions,Region 4,2009,21,0.986735,1.43664,471,,328.0,468,,69,1336,307,92995
HHS Regions,Region 5,2009,21,1.29809,1.76255,331,,254.0,531,,47,1163,198,65984
HHS Regions,Region 6,2009,21,1.4915399999999999,1.50332,221,,208.0,359,,55,843,147,56076
HHS Regions,Region 7,2009,21,0.791945,0.899185,32,,18.0,32,,3,85,55,9453
HHS Regions,Region 8,2009,21,0.71637,0.915168,50,,93.0,115,,24,282,70,30814
HHS Regions,Region 9,2009,21,1.87504,2.02316,341,,225.0,453,,52,1071,199,52937
HHS Regions,Region 10,2009,21,2.50751,2.2976099999999997,56,,37.0,54,,2,149,37,6485
HHS Regions,Region 1,2009,22,1.37514,1.51006,58,,79.0,164,,9,310,83,20529
HHS Regions,Region 2,2009,22,5.15145,10.365,2237,,2607.0,6051,,155,11050,65,106609
HHS Regions,Region 3,2009,22,1.6953799999999999,1.5534700000000001,238,,450.0,493,,34,1215,148,78212
HHS Regions,Region 4,2009,22,0.866509,1.16032,368,,265.0,433,,37,1103,312,95060
HHS Regions,Region 5,2009,22,1.2406700000000002,1.71922,330,,268.0,579,,47,1224,202,71195
HHS Regions,Region 6,2009,22,1.09286,1.11984,198,,179.0,288,,49,714,150,63759
HHS Regions,Region 7,2009,22,0.418592,0.491992,25,,5.0,14,,3,47,50,9553
HHS Regions,Region 8,2009,22,1.0435,1.13269,47,,161.0,161,,23,392,67,34608
HHS Regions,Region 9,2009,22,1.91865,1.70285,308,,168.0,349,,52,877,190,51502
HHS Regions,Region 10,2009,22,2.70855,2.41958,56,,31.0,83,,3,173,38,7150
