date,flu,cough,fever,influenza,cold,isPartial,state
2014-11-23,10,6,11,0,26,False,Alabama
2014-11-30,14,8,13,1,25,False,Alabama
2014-12-07,15,7,13,1,24,False,Alabama
2014-12-14,23,8,13,2,23,False,Alabama
2014-12-21,35,12,16,2,22,False,Alabama
2014-12-28,28,9,11,1,29,False,Alabama
2015-01-04,19,10,10,1,48,False,Alabama
2015-01-11,16,10,8,0,24,False,Alabama
2015-01-18,15,9,12,1,25,False,Alabama
2015-01-25,17,8,11,1,23,False,Alabama
2015-02-01,18,8,11,0,25,False,Alabama
2015-02-08,15,9,12,1,25,False,Alabama
2015-02-15,14,10,9,1,40,False,Alabama
2015-02-22,14,9,14,1,26,False,Alabama
2015-03-01,15,8,10,2,28,False,Alabama
2015-03-08,8,7,11,1,19,False,Alabama
2015-03-15,6,7,12,1,21,False,Alabama
2015-03-22,4,6,10,0,21,False,Alabama
2015-03-29,6,6,11,1,25,False,Alabama
2015-04-05,3,6,10,1,23,False,Alabama
2015-04-12,4,5,10,1,21,False,Alabama
2015-04-19,4,6,13,1,25,False,Alabama
2015-04-26,3,6,10,1,22,False,Alabama
2015-05-03,3,5,12,1,21,False,Alabama
2015-05-10,2,4,9,0,21,False,Alabama
2015-05-17,3,5,11,0,20,False,Alabama
2015-05-24,2,6,10,0,17,False,Alabama
2015-05-31,2,5,9,0,17,False,Alabama
2015-06-07,4,3,8,1,16,False,Alabama
2015-06-14,2,4,8,1,19,False,Alabama
2015-06-21,3,4,10,0,17,False,Alabama
2015-06-28,2,4,9,0,13,False,Alabama
2015-07-05,2,3,8,1,15,False,Alabama
2015-07-12,2,4,9,0,19,False,Alabama
2015-07-19,2,5,8,0,24,False,Alabama
2015-07-26,2,3,8,0,18,False,Alabama
2015-08-02,1,3,8,0,19,False,Alabama
2015-08-09,3,5,9,0,19,False,Alabama
2015-08-16,2,4,12,1,17,False,Alabama
2015-08-23,4,4,9,1,22,False,Alabama
2015-08-30,3,6,11,2,18,False,Alabama
2015-09-06,5,6,13,1,19,False,Alabama
2015-09-13,5,5,9,1,18,False,Alabama
2015-09-20,8,7,10,1,19,False,Alabama
2015-09-27,9,4,10,1,18,False,Alabama
2015-10-04,13,6,9,1,18,False,Alabama
2015-10-11,10,6,10,0,19,False,Alabama
2015-10-18,13,7,9,1,24,False,Alabama
2015-10-25,10,6,9,1,21,False,Alabama
2015-11-01,10,6,11,0,22,False,Alabama
2015-11-08,7,7,12,1,23,False,Alabama
2015-11-15,7,7,11,0,27,False,Alabama
2015-11-22,7,8,11,0,31,False,Alabama
2015-11-29,6,6,9,1,27,False,Alabama
2015-12-06,6,8,13,1,27,False,Alabama
2015-12-13,5,9,11,1,24,False,Alabama
2015-12-20,6,10,14,0,26,False,Alabama
2015-12-27,5,9,10,1,26,False,Alabama
2016-01-03,6,7,10,0,33,False,Alabama
2016-01-10,5,7,12,1,29,False,Alabama
2016-01-17,4,6,10,0,37,False,Alabama
2016-01-24,5,7,11,0,24,False,Alabama
2016-01-31,5,6,11,0,24,False,Alabama
2016-02-07,6,8,12,0,29,False,Alabama
2016-02-14,7,6,13,1,24,False,Alabama
2016-02-21,11,8,10,1,25,False,Alabama
2016-02-28,9,7,11,0,22,False,Alabama
2016-03-06,12,7,13,1,22,False,Alabama
2016-03-13,7,8,12,1,24,False,Alabama
2016-03-20,7,7,11,0,21,False,Alabama
2016-03-27,7,6,10,0,22,False,Alabama
2016-04-03,5,7,9,1,22,False,Alabama
2016-04-10,6,8,12,0,24,False,Alabama
2016-04-17,6,5,10,1,24,False,Alabama
2016-04-24,5,7,10,0,22,False,Alabama
2016-05-01,3,5,9,1,25,False,Alabama
2016-05-08,4,7,10,0,20,False,Alabama
2016-05-15,5,6,11,0,21,False,Alabama
2016-05-22,7,7,11,0,19,False,Alabama
2016-05-29,4,5,10,0,21,False,Alabama
2016-06-05,3,6,10,0,18,False,Alabama
2016-06-12,3,4,8,0,20,False,Alabama
2016-06-19,2,4,11,0,19,False,Alabama
2016-06-26,2,5,9,0,18,False,Alabama
2016-07-03,2,4,10,0,20,False,Alabama
2016-07-10,1,3,9,0,16,False,Alabama
2016-07-17,2,4,9,0,20,False,Alabama
2016-07-24,2,4,9,0,20,False,Alabama
2016-07-31,2,3,9,0,20,False,Alabama
2016-08-07,2,4,8,0,19,False,Alabama
2016-08-14,3,4,11,0,22,False,Alabama
2016-08-21,2,6,11,0,19,False,Alabama
2016-08-28,5,6,11,0,20,False,Alabama
2016-09-04,5,7,10,0,22,False,Alabama
2016-09-11,6,6,11,1,21,False,Alabama
2016-09-18,9,5,9,1,21,False,Alabama
2016-09-25,8,6,10,0,23,False,Alabama
2016-10-02,9,6,10,0,21,False,Alabama
2016-10-09,9,5,10,1,22,False,Alabama
2016-10-16,8,6,11,0,21,False,Alabama
2016-10-23,8,5,10,1,23,False,Alabama
2016-10-30,7,6,11,0,21,False,Alabama
2016-11-06,7,6,8,0,21,False,Alabama
2016-11-13,8,8,10,0,26,False,Alabama
2016-11-20,5,6,11,0,28,False,Alabama
2016-11-27,8,7,11,1,33,False,Alabama
2016-12-04,7,7,11,1,39,False,Alabama
2016-12-11,8,7,11,0,33,False,Alabama
2016-12-18,9,10,13,1,35,False,Alabama
2016-12-25,9,10,11,0,27,False,Alabama
2017-01-01,10,8,9,0,36,False,Alabama
2017-01-08,11,8,10,1,37,False,Alabama
2017-01-15,10,10,11,1,21,False,Alabama
2017-01-22,11,7,11,1,23,False,Alabama
